event_id,asset_id,scenario,ground_truth,D,Trap,R,A,P,containment,integrity_state,recovery_status,recovery_source,effectiveness,event_confirmed,event_pool_decision,total_pipeline_ms,error
EVT-0d88f410-53c1-54a2-9935-466d9f089a31,ASSET-8cb987b5b293fd37d5e60389,NORMAL,NORMAL,D3,False,0.174129484334551,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.676899999845773,
EVT-27b0e730-c1e1-5375-aee0-d51277f2a9de,ASSET-2bccb49930a3ae8bea78ff05,NORMAL,NORMAL,D3,False,1.5177351110521478,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.7967000098433346,
EVT-1b10ef74-4176-5ed9-bef2-9b5f375deb63,ASSET-D2V2-5b21feb7aa0860faa5e95428,NORMAL,NORMAL,D2,False,0.3603020291332906,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.5450000141281635,
EVT-d8edc10e-51e0-500f-80a5-c2c5c1b58cda,ASSET-00ea8af6c5e6078efe69e8e1,NORMAL,NORMAL,D3,False,0.47576555526283604,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4998999908566475,
EVT-45bff001-1586-5553-9bc1-0432ddbc7ef8,ASSET-D1V2-085bf20d70206784adc1aeb0,NORMAL,NORMAL,D1,False,3.295339164984545,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.2054000184871256,
EVT-23ea9d2e-a682-56d2-8243-b12ef4a95573,ASSET-db56fbbc97da7786b8d1492f,NORMAL,NORMAL,D3,False,2.233426246197264,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.530100017087534,
EVT-f18b395e-820c-5527-9b5a-6e16d63f7bad,ASSET-D1V2-7f2a8b27ae20376306ec8de1,NORMAL,NORMAL,D1,False,0.5139673929565105,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4355999960098416,
EVT-ba4cea21-2016-5fa4-9bd2-be8f5d29d3b9,ASSET-55c5af4648f84fb18365a7b4,NORMAL,NORMAL,D3,False,2.316623400207399,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.7168999949935824,
EVT-0597eb9d-145a-52c9-b409-9fe8989a4f2b,ASSET-dae5e917553d241bc3b8a90c,NORMAL,NORMAL,D3,False,2.924838290085226,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.587199996924028,
EVT-c0d275b4-47a8-5b09-a075-7e77b68729cf,ASSET-49a8c2e81d7ae2a9ea8be6a5,NORMAL,NORMAL,D3,False,0.23578743991861928,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,4.787499987287447,
EVT-7dd6fb81-dbbd-526a-89ce-31885e64546f,ASSET-d6b9080ea25e243d8ba95a3e,NORMAL,NORMAL,D3,False,0.5695718371565389,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,5.425699986517429,
EVT-1816c155-1724-5b10-b127-5ad406f9371e,ASSET-15d027ed4761cde265d19a2d,NORMAL,NORMAL,D3,False,0.18759259101253106,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,4.05960000352934,
EVT-a0aee285-2241-5765-ae62-034fd1f76876,ASSET-53789b0265f73cfbeb451078,NORMAL,NORMAL,D3,False,0.19775459417156854,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,4.186400008620694,
EVT-41b034fa-78c0-575f-b259-ddcbf7043c0f,ASSET-99e039d1ebf3754ef00f48df,NORMAL,NORMAL,D3,False,2.5703488951514246,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.1365999893750995,
EVT-43a0c26a-ca7b-5166-a9f3-f415140af796,ASSET-872836bc42d00911dd3ec6ed,NORMAL,NORMAL,D3,False,0.8222790575631497,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.767500020330772,
EVT-855dbd5c-4022-593e-bdf8-8773450aecf1,ASSET-54abaeee7c15ab399bb7f0af,NORMAL,NORMAL,D3,False,1.1980867906126533,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.5041999944951385,
EVT-df07b663-4e91-519c-928e-fd52ef18ace4,ASSET-bdff7b6c5a3059104b6e7f6a,NORMAL,NORMAL,D3,False,0.2983075729184749,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.7039999733678997,
EVT-b723f3d6-5aaf-555e-abdd-f25e7693ede6,ASSET-1bf7cdca2b6f0d0301c28f1a,NORMAL,NORMAL,D3,False,0.31869629731260507,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.652899991720915,
EVT-57321fef-c98e-5930-8ef8-0daa8b0757d2,ASSET-529e4342de5aa647eed564b4,NORMAL,NORMAL,D3,False,0.5304886983697192,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.570500004570931,
EVT-a7e2b656-5354-575b-990d-a941df29ac2f,ASSET-0b0cf89aff4dfb0b3606023e,NORMAL,NORMAL,D3,False,0.7029084648363858,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.5871000145561993,
EVT-411c9e5b-3929-5b05-9b4c-c03d00aca0eb,ASSET-ffe106583aab0f7760ba8d6a,NORMAL,NORMAL,D3,False,0.18840767580833737,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.969399996800348,
EVT-4e057ffb-d4f8-5ea8-bec4-bda3d4d2ac60,ASSET-33aa7d056cd90b3ff6f9838f,NORMAL,NORMAL,D3,False,0.3170043658786502,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3681000059004873,
EVT-e52c79d6-dcbc-5a26-8c0e-fae683abb540,ASSET-dd8a38231a3f35c6894e9219,NORMAL,NORMAL,D3,False,0.3450902143985489,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.683600021759048,
EVT-4e172926-4219-5273-9404-cc5a710dca0f,ASSET-6fcdbe705f03cc297d22ba7f,NORMAL,NORMAL,D3,False,0.24864447183587138,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.9949999880045652,
EVT-5292ab41-39cc-54b0-a50d-7ff9d0cc1bde,ASSET-866a5356c4293398ad6f143d,NORMAL,NORMAL,D3,False,1.478811817902913,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.826400003163144,
EVT-c33a1d8b-5444-5fb0-9b8b-ce34d540a108,ASSET-2c0001b7dc5788659063c4be,NORMAL,NORMAL,D3,False,0.5248922962600024,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.89649999467656,
EVT-a95b18eb-532c-58ed-a639-b0693cab4234,ASSET-f71fa60662fa7c355288b9f3,NORMAL,NORMAL,D3,False,28.473367574315628,NORMAL,P1,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.0402999836951494,
EVT-d606fd9d-93a6-50e8-ab33-e9a2608bbe9d,ASSET-9b602da9c70cf53246fd2ab8,NORMAL,NORMAL,D3,False,0.015423045413613092,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.9784000071231276,
EVT-98d3d871-4890-52ab-87af-2e8058018bfe,ASSET-D1V2-dd30219ce8ec97110e75d997,NORMAL,NORMAL,D1,False,0.5842197187081427,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4183999814558774,
EVT-d5be0692-2195-50d8-8b15-64e75d28eb3b,ASSET-52ab9d32fbae4002f07f6ca2,NORMAL,NORMAL,D3,False,0.6617218947391879,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.024700010428205,
EVT-7d962e96-a3f9-575b-9a5c-6c78a8b805f4,ASSET-D2V2-9f937e036b92aa81039ffc40,NORMAL,NORMAL,D2,False,13.282136204075002,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4991000138688833,
EVT-d88854c6-2f27-5922-9fd0-d7e06d9424d9,ASSET-34a888c73826fd8d7a21a357,NORMAL,NORMAL,D3,False,0.03562507243777075,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,5.131900019478053,
EVT-b8b4e792-cd1e-5c27-9f64-3dda3b87bbc2,ASSET-a6002795f720abcf624536ad,NORMAL,NORMAL,D3,False,0.7210008770235886,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,4.128899978240952,
EVT-82b7206a-14be-5723-ba47-6a9134b32558,ASSET-0f5a42dfd928e1b05f8af185,NORMAL,NORMAL,D3,False,2.6923218636498554,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.8907999987713993,
EVT-f04edb75-f547-57c9-88d8-652922b3a91b,ASSET-54a073378cd41dc8245f2f99,NORMAL,NORMAL,D3,False,3.2235466532463697,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.5435000027064234,
EVT-9ead098c-bbf7-5609-88e0-405df456abad,ASSET-17c7a6b65243154ee483880a,NORMAL,NORMAL,D3,False,6.061822180803216,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.8337000005412847,
EVT-27f2bbd4-3747-58fa-b47e-07c7994c1886,ASSET-c618f5f141627aafe6c7f8f9,NORMAL,NORMAL,D3,False,1.5406917754370417,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.142800007481128,
EVT-8afd3bf5-1477-5ced-bdfb-859d0748a8d0,ASSET-D2V2-13af1716fb2ba9bee35156fc,NORMAL,NORMAL,D2,False,0.05455417462063557,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.7876000094693154,
EVT-0f349dc9-5156-5a1e-bb65-c14ce9099960,ASSET-95d20b312c8f93e18e35565e,NORMAL,NORMAL,D3,False,0.24082818787046814,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.577900002710521,
EVT-7d97d7e5-28a7-50c5-88d0-50430723f94a,ASSET-e05abbc4ae96bcdc2a373e9d,NORMAL,NORMAL,D3,False,0.5197121862595774,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.7755999946966767,
EVT-549a7c31-3d85-55f0-a396-76dbf3f0a35e,ASSET-a2bd96f4420e252c0fd8b36f,NORMAL,NORMAL,D3,False,88.21074801303104,EMR_LEAKAGE,P3,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,INEFFECTIVE,True,APPEND,4.372099996544421,
EVT-32e1d722-8b34-56ae-b45d-1523fc69d726,ASSET-7141d847c01f48788ee5d938,NORMAL,NORMAL,D3,False,0.27125356707936316,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.6441999836824834,
EVT-a6211fbb-98ae-577c-807e-acb03d0f7e15,ASSET-e4295cbc471415ccf9ac8e21,NORMAL,NORMAL,D3,False,41.581817616942274,NORMAL,P1,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.2558999955654144,
EVT-f3b6dcf2-664a-5c68-abe7-4d41a249ccc6,ASSET-e6631c3436ae1e95a650d1b1,NORMAL,NORMAL,D3,False,0.09039134919413172,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.731300006620586,
EVT-5c847659-abc6-504a-b768-72a81a21ddae,ASSET-ee10ec3d0d9349636c13affe,NORMAL,NORMAL,D3,False,2.4228482529192497,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.879500010749325,
EVT-1a012c8f-4918-5816-a3d2-d30207d8adec,ASSET-a5ff6ad3c5d07b1cbcc2a12b,NORMAL,NORMAL,D3,False,2.448582990441401,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.474800003459677,
EVT-6fb82700-a0ea-52c2-a992-c969aecf6836,ASSET-4481ae79cef0c88387f837dd,NORMAL,NORMAL,D3,False,0.6181192519426656,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.7797000075224787,
EVT-0f7c2c48-c59d-5aaf-9678-8f08c28d04ab,ASSET-3530eff197144f140505ed51,NORMAL,NORMAL,D3,False,3.552557430491687,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.8594000032171607,
EVT-8c5f88d7-ce6d-5450-b6da-74b22a3b080e,ASSET-fa323f34515d3150cf95cd59,NORMAL,NORMAL,D3,False,6.375057941315287,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4617999917827547,
EVT-96e79f9e-b025-5f1e-8d15-3c007ef02a74,ASSET-2a042656d9bde8d3b0723e70,NORMAL,NORMAL,D3,False,0.07364516769881514,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3583000185899436,
EVT-ce189794-5014-5ab4-b3a8-40779cb91c50,ASSET-889e16fb65708a3ad520b05a,NORMAL,NORMAL,D3,False,0.025645456991646696,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3971999946516007,
EVT-cc978776-cb01-5b90-abec-55114b5668d4,ASSET-D1V2-13f7c5f4751e67cceb8c1af4,NORMAL,NORMAL,D1,False,0.5208544982439032,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.884799992898479,
EVT-cdb3af71-a5a8-5dbb-a8ca-64801abef733,ASSET-56b8bd1ec792a924543cd23f,NORMAL,NORMAL,D3,False,14.623841813748792,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.6299000203143805,
EVT-be57d385-8eb5-5b9b-9687-da4d5d45e920,ASSET-D2V2-086fd23b2c6e15d78aa84976,NORMAL,NORMAL,D2,False,0.2723442372895939,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.987599989864975,
EVT-12c44e02-5006-5ffa-84eb-bc725d3aa428,ASSET-10286ad613ea1cc7562727ae,NORMAL,NORMAL,D3,False,95.55326114336255,ACCOUNT_ABUSE,P3,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,INEFFECTIVE,True,APPEND,4.5341000077314675,
EVT-cb5a7357-abbc-540e-a650-b5d30d285cf1,ASSET-332987edbba014c4b48512b3,NORMAL,NORMAL,D3,False,0.046405329015959354,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.9973000055179,
EVT-9481749d-037c-570f-8d0b-05804ba01616,ASSET-102b0faa765c6a1f535c9553,NORMAL,NORMAL,D3,False,0.5958218274543277,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.511199989588931,
EVT-d42d8430-9959-5700-966a-39aea6f512e7,ASSET-990cd0d1e46b0f1edbe2b62c,NORMAL,NORMAL,D3,False,0.5284681508029351,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.8095000016037375,
EVT-e851700b-4718-5ea7-893e-c34f8857dd83,ASSET-0908e27df3e332eac6520b67,NORMAL,NORMAL,D3,False,8.298610667468449,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.6370000161696225,
EVT-60459553-5d1c-5ed6-9ee8-41932619f72b,ASSET-1c727be04714268363150e9d,NORMAL,NORMAL,D3,False,60.76861478146724,NORMAL,P2,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,INEFFECTIVE,True,SKIP,3.046500001801178,
EVT-c6c03bc8-ffea-5972-9480-5f69b718d499,ASSET-b1f4293a8b9adb33fc3115b7,NORMAL,NORMAL,D3,False,2.0825886783174123,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,4.377400007797405,
EVT-3c2b8c3f-7b58-5196-b59e-5242bc7d76ba,ASSET-1d5c3fe80ff3a777bf727ca2,NORMAL,NORMAL,D3,False,1.9474949044230248,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.8186000019777566,
EVT-6f9eab3c-03e3-55bf-a2e8-30503c52917c,ASSET-7d75559df5d807c1d161638d,NORMAL,NORMAL,D3,False,0.22512895560134805,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.5293000109959394,
EVT-bcb05d06-568c-5e4c-9a0d-2dd46b73234e,ASSET-c1686bb9ad082fd1f567e41e,NORMAL,NORMAL,D3,False,0.13431514231342,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.5300999879837036,
EVT-6ca0fd9a-b69b-564f-a9f7-793b9ae2d02f,ASSET-D2V2-ef434249116561b05e1e9eb9,NORMAL,NORMAL,D2,False,1.751942271106098,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.466199996182695,
EVT-59e56652-07c1-53e7-8ccd-4c15043c6f59,ASSET-D2V2-04f9ae98fddcf4054781f2af,NORMAL,NORMAL,D2,False,6.443520081405216,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.9538999951910228,
EVT-8a8323eb-4a83-553a-9ca1-be621a3f8421,ASSET-D1V2-33e3e495766273f55ba999e7,NORMAL,NORMAL,D1,False,0.9837285575148106,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.77210000785999,
EVT-8dcd49e8-c6f5-572a-9d1b-e777288c05a0,ASSET-23ebd65064cd933baba8fe4a,NORMAL,NORMAL,D3,False,0.5349884546796315,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.8471999869216233,
EVT-099a48d9-b010-5fd8-8685-dc9ca105f75e,ASSET-f1945b3497636dc750e25cee,NORMAL,NORMAL,D3,False,0.347033244014014,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.350400016643107,
EVT-38d56121-0677-5e12-8276-801d301e9bcc,ASSET-D2V2-31829be4b3535ec822a56de3,NORMAL,NORMAL,D2,False,0.21703653814710758,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.094899991992861,
EVT-24f3c16e-d1fd-5a56-a08e-c15e013ff719,ASSET-794f9574da8afebfebef184c,NORMAL,NORMAL,D3,False,0.4918164377207442,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.950299996882677,
EVT-034b62bd-2395-5ab5-924d-255c12eec1e6,ASSET-7151b6793d31256d3ff79b9c,NORMAL,NORMAL,D3,False,0.5337179165366915,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.7779999838676304,
EVT-f48a30c4-2cca-5a0d-9737-2473a533522f,ASSET-D2V2-f735da5ada3ef0c94f0b1f40,NORMAL,NORMAL,D2,False,0.9086329201025828,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.970300003653392,
EVT-8351aaca-867d-51e0-89dc-15f72b927d38,ASSET-D1V2-253b3f24b12b5f6ae7e82af6,NORMAL,NORMAL,D1,False,1.1752645578501562,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.8953000146429986,
EVT-c89f4707-8260-52a9-ab46-c654cb63e071,ASSET-D1V2-42667f926e790dfd046502da,NORMAL,NORMAL,D1,False,0.8026318388032192,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3665999944787472,
EVT-eb1c0672-50d7-5c02-bd18-4e4d76235dec,ASSET-dfb516d14f8d49568b1e8888,NORMAL,NORMAL,D3,False,2.3488999970233917,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.36619999143295,
EVT-4dedd632-5fc1-5c71-a18a-645e27bb3fc5,ASSET-f2bb747bf59b67efb242a33c,NORMAL,NORMAL,D3,False,0.3060141219612494,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.7430999907664955,
EVT-6d6ef73a-c3cf-57c6-a125-a99d0828f527,ASSET-e51f4329455ab11c75763fbb,NORMAL,NORMAL,D3,False,0.2923398879254303,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.716199989663437,
EVT-c52da984-a5b9-5012-9961-1afee12f5f40,ASSET-17af99a56a01173630b32524,NORMAL,NORMAL,D3,False,0.2390396257443945,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4561000065878034,
EVT-2b3899f8-3bc1-5b6d-ad6b-acf60075aae5,ASSET-fae716524864590916e95ed5,NORMAL,NORMAL,D3,False,1.0261166502857004,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.731000004336238,
EVT-b9f90342-c74f-5a9d-9422-59185bc193a1,ASSET-fb3aabb7da1281326e9219c5,NORMAL,NORMAL,D3,False,4.732661087463788,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.426400013267994,
EVT-4c02a5b8-e6f9-53d1-bf8a-f2c2cd0a100b,ASSET-cc4bff681bd496cd52b67018,NORMAL,NORMAL,D3,False,0.2637539515854941,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.6617000005207956,
EVT-88e88eb3-1df2-5d2b-a240-ae35a52accee,ASSET-00294b7b64648becff747d55,NORMAL,NORMAL,D3,False,0.19574117996694634,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.4021000028587878,
EVT-15ef0e82-49ac-5341-8e05-d053aa59d453,ASSET-D2V2-7c73d835193dec4872d0cda5,NORMAL,NORMAL,D2,False,0.952429249379182,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.246500011300668,
EVT-2a097b68-ca3b-5082-920e-26dc958c8075,ASSET-5ee4f300b8666e51c4dc2e4f,NORMAL,NORMAL,D3,False,0.4212671201003381,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.038299997569993,
EVT-a35e5e9a-45a1-58ea-b802-d6df6d4d3f3f,ASSET-D2V2-ce12c147f7fb508a31f20535,NORMAL,NORMAL,D2,False,0.7210202697355685,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.8549000271596014,
EVT-4980c5d3-80f1-5b6a-a351-e60cd48cc882,ASSET-D1V2-2b7cd335efa7c6552cd30352,NORMAL,NORMAL,D1,False,1.0386802155116461,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,2.9790999833494425,
EVT-646ddd51-6cff-5bff-9719-38f9212eea13,ASSET-b5bcc99c75a39f926acad843,NORMAL,NORMAL,D3,False,0.3044336566103158,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.025600017281249,
EVT-062a0a8e-7d4c-526f-98bf-59d18942d739,ASSET-d3f081015290a388a2e6730b,NORMAL,NORMAL,D3,False,1.4356784182805997,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.148999996483326,
EVT-aaf2eb20-b677-50ef-a61e-93032701f5bf,ASSET-482f8054489f3680bc33fe5c,NORMAL,NORMAL,D3,False,0.7805226001189683,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.776900004595518,
EVT-26941c22-01c9-5761-a870-af58924d1f5f,ASSET-ac49a2a98f18257d8df60e19,NORMAL,NORMAL,D3,False,0.9533075624344608,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.5503999970387667,
EVT-46667afe-f764-55da-8581-0a71408f4b75,ASSET-D1V2-3a4ac02bbab227ca4153a7b4,NORMAL,NORMAL,D1,False,4.6182296256283895,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.3681000059004873,
EVT-73971a2d-b059-57c9-9123-02f4028ebcd1,ASSET-4812fcc3349c645908bc6e89,NORMAL,NORMAL,D3,False,0.03536003546145543,NORMAL,P0,NOT_APPLICABLE,NORMAL,NOT_NEEDED,NONE,NOT_APPLICABLE,True,SKIP,3.2284999906551093,
